lag_s,CL->FGBS,CL->FGBM,CL->FGBL,CL->FGBX,CL->FBTP,CL->FOAT,FESX->FGBS,FESX->FGBM,FESX->FGBL,FESX->FGBX,FESX->FBTP,FESX->FOAT,ZN->FGBS,ZN->FGBM,ZN->FGBL,ZN->FGBX,ZN->FBTP,ZN->FOAT
-28,-0.00015758113804093714,-0.00026157207011457724,0.00028068194626827556,4.230283680751308e-05,0.0004948442127479406,-0.0006305625669828128,-0.0003040106331666887,0.00041370745555405143,0.0006093165529494502,0.00011698616196682063,0.00021061860064517968,-0.00017548179406901658,0.0006109053750062267,1.6076065595044207e-05,0.00019731661361041758,0.00031245977264783684,-8.735054164947098e-06,-0.00026424545825030497
-27,-0.0003663230723915477,0.0001902005638783973,9.288693290258323e-05,-0.00040706921507576154,0.00010953133134757361,6.799195392745875e-05,-0.0003846980867177289,-0.00026421574111858907,-0.00048631163753268334,-0.00011994455836730139,0.00046565219787938594,-0.0006809459491554845,-7.011276950039851e-05,0.0003508634885467336,-2.4710649817324287e-05,0.0004394907609234695,-0.0005188101054890117,0.0006630236779835233
-26,8.720382217455733e-05,0.0003359958675384844,-5.841108535505765e-05,0.0006566382749450851,-0.0004058234566500413,6.901399131102235e-05,-0.0003286984402388252,0.00011438500806513716,-0.00016617699187962808,0.00021857378745540243,-0.0009620003973784151,-0.0004844524531434027,-0.00036628256783500124,-9.712872179928932e-05,7.395265869369927e-05,0.0001611123712215772,0.0006261501287703357,-0.0004608132332703856
-25,-3.0320653479909556e-05,-0.00017615809253320177,-2.701156303692363e-06,-0.00028614015733696225,0.0002182320041674923,-8.655084424966791e-05,9.689383641794632e-05,4.42939527442639e-05,-0.00016281934223853938,-0.00044647313372467355,0.0004299333720907287,0.00018479338648513309,0.0001077384491096194,0.0002874138745955139,0.0002393602412212462,0.0002999533345597517,0.0004109862145732962,0.0005506076706978621
-24,-0.00011685074976143745,-7.903613940295468e-05,-2.9666810308220215e-05,-0.0002479925994661346,0.00024410798993109605,3.557387753437601e-05,-0.0001609844453197714,-2.5914060821778925e-05,3.120418161427852e-05,0.0004143343431727487,9.026384838364171e-05,0.00010963160931206114,0.0005141873247910873,6.372052930843486e-05,0.000365339724664492,2.8994152572434962e-05,0.0008776352718082487,-0.00034092639810295985
-23,0.0001331817330690731,-0.00043302175789518895,0.0003026646789391065,-0.00021045930426912465,5.202639916312299e-06,5.3043700700220415e-05,0.0011368735563472,0.0002120338144259499,0.00027671392763409057,0.0005694399292694823,0.0004513303055925828,0.00023778516477465558,-0.00027278827494004837,-0.00022774565321614492,0.0002894587647786099,-0.000261648095975383,-0.00031505475424644855,0.00025241323537533836
-22,0.0003230612274047923,0.00017031270349541968,-0.0005860566047088614,0.00010407367065412676,-0.0005678245880763958,-0.0003402492410738591,-0.0004227943192918001,0.00042053874364033126,3.9822379294292066e-05,-0.0004363063341398397,-0.0001715721189458855,-0.0002517467413304826,0.0008370368507110504,0.0005441126600575215,0.00041559995309517223,0.0004897650310763985,0.00020147268940816644,0.0004966328269916605
-21,0.00029869952740987064,8.46005461111704e-06,-0.00012752001548092343,-0.0009162794307042936,0.00038314367378482005,-0.0004806476080558989,0.0002206426587203572,-0.00022578961861743316,-0.00018626100285953933,-0.00010901344836665219,-0.0005207960607282407,0.0006851458120555066,1.0501900910276212e-05,0.00029784456042521114,-0.00035147255924882365,0.0009431584380389449,-0.0002090673701900188,0.0007397622962091714
-20,0.0001844510679502347,0.0001477011665954813,-0.0001494780558855571,0.00010575591637277213,5.363734547725298e-05,0.00025738683021700134,0.00018093458647377474,0.0003664280079937269,0.0009687764936415481,0.0004892311314746378,0.00021778825741346428,0.0005083973451423375,0.0003865479661360096,-0.0007169804530805399,0.0005091425105568649,-0.0007180224013613742,0.0002974777450958184,-0.0003833484787725897
-19,1.1687760164201381e-05,-0.0004224220617906196,0.00045196430843549927,0.0006089426024786695,-0.00025569045199286126,-0.00024194912195233957,-0.0007604277508315513,0.0001225871137932192,-0.00018147290175853055,-9.342030072153992e-05,0.0007880166464132824,0.0003284119341119122,-0.0002458959560238103,0.00018360330741174258,0.00031323704968054663,0.0012470468765160626,0.0006446007033662564,0.0005746762383268492
